SKTGIJFO_CDS_0002	LN610587.1	96.1279
SKTGIJFO_CDS_0002	LN610586.1	96.1279
SKTGIJFO_CDS_0002	LN610572.1	96.1279
SKTGIJFO_CDS_0002	LN610586.1	96.1279
SKTGIJFO_CDS_0002	LN610587.1	96.1279
SKTGIJFO_CDS_0002	LN610572.1	96.1279
SKTGIJFO_CDS_0002	LN610575.1	83.5017
SKTGIJFO_CDS_0002	LN610575.1	83.5017
SKTGIJFO_CDS_0003	LN610587.1	93.75
SKTGIJFO_CDS_0003	LN610572.1	93.75
SKTGIJFO_CDS_0003	LN610586.1	93.75
SKTGIJFO_CDS_0003	LN610587.1	82.6389
SKTGIJFO_CDS_0003	LN610586.1	82.6389
SKTGIJFO_CDS_0003	LN610572.1	82.6389
SKTGIJFO_CDS_0003	OQ411628.1	77.7778
SKTGIJFO_CDS_0003	OM870970.1	69.4444
SKTGIJFO_CDS_0004	LN610572.1	90.9091
SKTGIJFO_CDS_0004	OM870969.1	82.8283
SKTGIJFO_CDS_0004	LN610586.1	82.8283
SKTGIJFO_CDS_0004	OM870967.1	82.8283
SKTGIJFO_CDS_0004	OM870968.1	82.8283
SKTGIJFO_CDS_0005	LN610572.1	83.7398
SKTGIJFO_CDS_0005	LN610586.1	76.4228
SKTGIJFO_CDS_0005	OM870968.1	76.4228
SKTGIJFO_CDS_0005	OM870967.1	76.4228
SKTGIJFO_CDS_0005	OM870969.1	76.4228
SKTGIJFO_CDS_0005	OM870970.1	76.4228
SKTGIJFO_CDS_0006	LN610572.1	92.8839
SKTGIJFO_CDS_0007	LN610572.1	95.8637
SKTGIJFO_CDS_0007	LN610587.1	95.8637
SKTGIJFO_CDS_0007	LN610575.1	95.8637
SKTGIJFO_CDS_0007	LN610586.1	95.8637
SKTGIJFO_CDS_0007	OM870967.1	92.2141
SKTGIJFO_CDS_0007	OM870968.1	92.2141
SKTGIJFO_CDS_0009	LN610587.1	95.5556
SKTGIJFO_CDS_0009	LN610572.1	95.5556
SKTGIJFO_CDS_0009	LN610586.1	95.5556
SKTGIJFO_CDS_0012	LN610572.1	95.5128
SKTGIJFO_CDS_0013	LN610572.1	93.8889
SKTGIJFO_CDS_0014	LN610586.1	94.7368
SKTGIJFO_CDS_0014	LN610572.1	94.7368
SKTGIJFO_CDS_0014	LN610587.1	94.7368
SKTGIJFO_CDS_0015	LN610572.1	98.6111
SKTGIJFO_CDS_0015	LN610587.1	98.6111
SKTGIJFO_CDS_0015	LN610586.1	98.6111
SKTGIJFO_CDS_0016	LN610572.1	93.8596
SKTGIJFO_CDS_0017	LN610572.1	98.4127
SKTGIJFO_CDS_0018	LN610572.1	96.5278
SKTGIJFO_CDS_0019	LN610587.1	96.2199
SKTGIJFO_CDS_0019	LN610572.1	96.2199
SKTGIJFO_CDS_0019	LN610586.1	96.2199
SKTGIJFO_CDS_0020	LN610572.1	94.6541
SKTGIJFO_CDS_0020	LN610587.1	94.6541
SKTGIJFO_CDS_0021	LN610587.1	95.3333
SKTGIJFO_CDS_0021	LN610572.1	95.3333
SKTGIJFO_CDS_0022	LN610587.1	94.375
SKTGIJFO_CDS_0022	LN610572.1	94.375
SKTGIJFO_CDS_0022	OM870969.1	83.5417
SKTGIJFO_CDS_0022	OM870967.1	79.5833
SKTGIJFO_CDS_0022	OM870968.1	79.5833
SKTGIJFO_CDS_0023	LN610587.1	84.8485
SKTGIJFO_CDS_0023	LN610572.1	84.8485
SKTGIJFO_CDS_0023	OM870969.1	84.8485
SKTGIJFO_CDS_0023	OM870970.1	84.8485
SKTGIJFO_CDS_0023	OM870968.1	72.7273
SKTGIJFO_CDS_0023	OM870967.1	72.7273
SKTGIJFO_CDS_0024	LN610587.1	99.1711
SKTGIJFO_CDS_0024	LN610572.1	99.1711
SKTGIJFO_CDS_0024	OM870970.1	93.6649
SKTGIJFO_CDS_0024	OM870969.1	92.3031
SKTGIJFO_CDS_0024	OM870968.1	80.2842
SKTGIJFO_CDS_0024	OM870967.1	80.2842
SKTGIJFO_CDS_0025	LN610587.1	90.411
SKTGIJFO_CDS_0025	OM870969.1	90.411
SKTGIJFO_CDS_0025	OM870967.1	90.411
SKTGIJFO_CDS_0025	OM870968.1	90.411
SKTGIJFO_CDS_0025	LN610572.1	90.411
SKTGIJFO_CDS_0025	OM870970.1	75.7991
SKTGIJFO_CDS_0026	LN610587.1	96.3091
SKTGIJFO_CDS_0026	LN610572.1	96.3091
SKTGIJFO_CDS_0027	LN610587.1	98.801
SKTGIJFO_CDS_0027	LN610572.1	98.801
SKTGIJFO_CDS_0028	LN610572.1	98.9107
SKTGIJFO_CDS_0028	LN610587.1	98.9107
SKTGIJFO_CDS_0029	LN610587.1	96.5686
SKTGIJFO_CDS_0029	OM870970.1	96.5686
SKTGIJFO_CDS_0029	LN610572.1	96.5686
SKTGIJFO_CDS_0030	OM870970.1	94.5652
SKTGIJFO_CDS_0030	LN610587.1	94.5652
SKTGIJFO_CDS_0030	LN610586.1	94.5652
SKTGIJFO_CDS_0030	LN610572.1	94.5652
SKTGIJFO_CDS_0030	OQ411628.1	94.5652
SKTGIJFO_CDS_0030	OM870969.1	94.5652
SKTGIJFO_CDS_0031	LN610572.1	87.3418
SKTGIJFO_CDS_0031	LN610586.1	87.3418
SKTGIJFO_CDS_0031	OM870970.1	87.3418
SKTGIJFO_CDS_0031	OQ411628.1	87.3418
SKTGIJFO_CDS_0031	LN610587.1	87.3418
SKTGIJFO_CDS_0031	OM870969.1	87.3418
SKTGIJFO_CDS_0032	LN610587.1	99.0991
SKTGIJFO_CDS_0032	OM870970.1	99.0991
SKTGIJFO_CDS_0032	LN610572.1	99.0991
SKTGIJFO_CDS_0032	OQ411628.1	93.1532
SKTGIJFO_CDS_0032	LN610586.1	93.1532
SKTGIJFO_CDS_0033	LN610572.1	92.1296
SKTGIJFO_CDS_0033	LN610587.1	92.1296
SKTGIJFO_CDS_0033	LN610586.1	92.1296
SKTGIJFO_CDS_0033	OM870970.1	92.1296
SKTGIJFO_CDS_0033	OQ411628.1	87.2685
SKTGIJFO_CDS_0034	LN610572.1	96.4349
SKTGIJFO_CDS_0034	LN610587.1	96.4349
SKTGIJFO_CDS_0034	LN610586.1	96.4349
SKTGIJFO_CDS_0034	OM870970.1	94.8307
SKTGIJFO_CDS_0034	OM870967.1	92.8699
SKTGIJFO_CDS_0034	OM870968.1	92.8699
SKTGIJFO_CDS_0034	OM870969.1	92.8699
SKTGIJFO_CDS_0034	OQ411628.1	87.7005
SKTGIJFO_CDS_0034	LN610575.1	87.1658
SKTGIJFO_CDS_0035	LN610587.1	94.6524
SKTGIJFO_CDS_0035	LN610575.1	94.6524
SKTGIJFO_CDS_0035	LN610572.1	94.6524
SKTGIJFO_CDS_0035	LN610586.1	84.8485
SKTGIJFO_CDS_0035	OM870967.1	78.2531
SKTGIJFO_CDS_0035	OM870970.1	78.2531
SKTGIJFO_CDS_0035	OM870968.1	78.2531
SKTGIJFO_CDS_0036	LN610572.1	95.4545
SKTGIJFO_CDS_0036	LN610575.1	95.4545
SKTGIJFO_CDS_0036	LN610587.1	93.7229
SKTGIJFO_CDS_0037	LN610572.1	98.6766
SKTGIJFO_CDS_0037	LN610587.1	91.7287
SKTGIJFO_CDS_0037	LN610575.1	80.7279
SKTGIJFO_CDS_0038	LN610572.1	95.641
SKTGIJFO_CDS_0038	OM870968.1	94.8718
SKTGIJFO_CDS_0038	OM870967.1	94.8718
SKTGIJFO_CDS_0038	LN610575.1	92.8205
SKTGIJFO_CDS_0038	OM870969.1	92.8205
SKTGIJFO_CDS_0038	LN610586.1	85.641
SKTGIJFO_CDS_0038	OM870970.1	85.1282
SKTGIJFO_CDS_0038	OQ411628.1	82.8205
SKTGIJFO_CDS_0038	LN610587.1	81.7949
SKTGIJFO_CDS_0039	LN610572.1	86.4979
SKTGIJFO_CDS_0039	OM870967.1	86.4979
SKTGIJFO_CDS_0039	LN610575.1	86.4979
SKTGIJFO_CDS_0039	OM870968.1	86.4979
SKTGIJFO_CDS_0039	LN610586.1	86.4979
SKTGIJFO_CDS_0039	OM870969.1	86.4979
SKTGIJFO_CDS_0039	LN610587.1	86.4979
SKTGIJFO_CDS_0039	OM870970.1	76.7932
SKTGIJFO_CDS_0040	LN610586.1	93.4272
SKTGIJFO_CDS_0040	LN610575.1	93.4272
SKTGIJFO_CDS_0040	OM870967.1	93.4272
SKTGIJFO_CDS_0040	OM870969.1	93.4272
SKTGIJFO_CDS_0040	OM870968.1	93.4272
SKTGIJFO_CDS_0040	LN610587.1	93.4272
SKTGIJFO_CDS_0040	LN610572.1	93.4272
SKTGIJFO_CDS_0040	OM870970.1	93.4272
SKTGIJFO_CDS_0041	OM870967.1	89.2593
SKTGIJFO_CDS_0041	LN610586.1	89.2593
SKTGIJFO_CDS_0041	LN610572.1	89.2593
SKTGIJFO_CDS_0041	OM870968.1	89.2593
SKTGIJFO_CDS_0041	OM870970.1	89.2593
SKTGIJFO_CDS_0041	OM870969.1	89.2593
SKTGIJFO_CDS_0041	LN610575.1	89.2593
SKTGIJFO_CDS_0041	LN610587.1	87.037
SKTGIJFO_CDS_0042	LN610572.1	92.7673
SKTGIJFO_CDS_0042	LN610587.1	92.7673
SKTGIJFO_CDS_0042	LN610586.1	92.7673
SKTGIJFO_CDS_0042	LN610575.1	88.9937
SKTGIJFO_CDS_0043	OM870967.1	91.0394
SKTGIJFO_CDS_0043	LN610572.1	91.0394
SKTGIJFO_CDS_0043	LN610587.1	91.0394
