SKTGIJFO_CDS_0001	SKTGIJFO_CDS_1835	100.000	204	0	0	1	204	1	204	9.18e-106	377	204	204
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_0442	100.000	204	0	0	1	204	1	204	9.18e-106	377	204	204
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_0001	100.000	204	0	0	1	204	1	204	9.18e-106	377	204	204
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_2031	99.510	204	1	0	1	204	1	204	4.27e-104	372	204	204
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_3000	99.010	202	2	0	1	202	7	208	2.57e-101	363	204	285
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_2803	99.010	202	2	0	1	202	7	208	2.57e-101	363	204	258
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_2618	99.010	202	2	0	1	202	7	208	2.57e-101	363	204	258
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_2226	100.000	150	0	0	55	204	1	150	9.57e-76	278	204	150
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_2028	100.000	150	0	0	55	204	1	150	9.57e-76	278	204	150
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_3521	100.000	138	0	0	22	159	138	1	4.49e-69	255	204	138
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_0637	100.000	138	0	0	22	159	138	1	4.49e-69	255	204	138
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_0196	100.000	138	0	0	22	159	138	1	4.49e-69	255	204	138
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_3193	98.551	138	2	0	22	159	138	1	9.71e-66	244	204	138
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_0636	100.000	56	0	0	1	56	56	1	1.72e-23	104	204	150
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_0195	100.000	56	0	0	1	56	56	1	1.72e-23	104	204	150
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_2225	100.000	53	0	0	1	53	53	1	8.00e-22	99.0	204	147
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_2027	100.000	53	0	0	1	53	53	1	8.00e-22	99.0	204	147
SKTGIJFO_CDS_0001	SKTGIJFO_CDS_3520	98.113	53	1	0	1	53	53	1	3.72e-20	93.5	204	147
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_2227	100.000	594	0	0	1	594	1	594	0.0	1098	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_2032	100.000	594	0	0	1	594	1	594	0.0	1098	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_2029	100.000	594	0	0	1	594	1	594	0.0	1098	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_1836	100.000	594	0	0	1	594	1	594	0.0	1098	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_0198	100.000	594	0	0	1	594	1	594	0.0	1098	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_0002	100.000	594	0	0	1	594	1	594	0.0	1098	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_0639	98.822	594	7	0	1	594	1	594	0.0	1059	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_0443	98.822	594	7	0	1	594	1	594	0.0	1059	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_3523	96.477	596	17	4	1	594	1	594	0.0	981	594	594
SKTGIJFO_CDS_0002	SKTGIJFO_CDS_3195	87.438	605	60	11	1	594	1	600	0.0	682	594	600
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_2033	100.000	144	0	0	1	144	1	144	1.40e-72	267	144	144
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_1837	100.000	144	0	0	1	144	1	144	1.40e-72	267	144	144
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_0003	100.000	144	0	0	1	144	1	144	1.40e-72	267	144	144
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_2228	100.000	141	0	0	1	141	1	141	6.50e-71	261	144	141
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_2030	100.000	141	0	0	1	141	1	141	6.50e-71	261	144	141
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_0199	100.000	141	0	0	1	141	1	141	6.50e-71	261	144	141
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_3196	97.917	144	3	0	1	144	1	144	1.41e-67	250	144	144
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_0640	95.868	121	3	2	1	120	1	120	6.68e-51	195	144	129
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_0444	95.868	121	3	2	1	120	1	120	6.68e-51	195	144	129
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_2805	94.215	121	5	2	1	120	82	201	1.45e-47	183	144	210
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_2620	94.215	121	5	2	1	120	82	201	1.45e-47	183	144	210
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_3002	93.388	121	6	2	1	120	1	120	6.73e-46	178	144	129
SKTGIJFO_CDS_0003	SKTGIJFO_CDS_3524	97.895	95	2	0	1	95	95	1	5.24e-42	165	144	165
SKTGIJFO_CDS_0004	SKTGIJFO_CDS_0004	100.000	99	0	0	1	99	1	99	9.35e-48	183	99	99
SKTGIJFO_CDS_0004	SKTGIJFO_CDS_3003	97.980	99	2	0	1	99	1	99	2.02e-44	172	99	99
SKTGIJFO_CDS_0004	SKTGIJFO_CDS_2806	97.980	99	2	0	1	99	1	99	2.02e-44	172	99	99
SKTGIJFO_CDS_0004	SKTGIJFO_CDS_2621	97.980	99	2	0	1	99	1	99	2.02e-44	172	99	99
SKTGIJFO_CDS_0004	SKTGIJFO_CDS_1838	97.980	99	2	0	1	99	1	99	2.02e-44	172	99	99
SKTGIJFO_CDS_0005	SKTGIJFO_CDS_0005	100.000	123	0	0	1	123	1	123	5.54e-61	228	123	123
SKTGIJFO_CDS_0005	SKTGIJFO_CDS_3197	99.187	123	1	0	1	123	1	123	2.58e-59	222	123	123
SKTGIJFO_CDS_0005	SKTGIJFO_CDS_3004	99.187	123	1	0	1	123	1	123	2.58e-59	222	123	123
SKTGIJFO_CDS_0005	SKTGIJFO_CDS_2807	99.187	123	1	0	1	123	1	123	2.58e-59	222	123	123
SKTGIJFO_CDS_0005	SKTGIJFO_CDS_2622	99.187	123	1	0	1	123	1	123	2.58e-59	222	123	123
SKTGIJFO_CDS_0005	SKTGIJFO_CDS_1839	99.187	123	1	0	1	123	1	123	2.58e-59	222	123	123
SKTGIJFO_CDS_0006	SKTGIJFO_CDS_0006	100.000	267	0	0	1	267	1	267	1.17e-140	494	267	267
SKTGIJFO_CDS_0006	SKTGIJFO_CDS_2808	98.502	267	4	0	1	267	1	267	5.49e-134	472	267	267
SKTGIJFO_CDS_0006	SKTGIJFO_CDS_2623	98.502	267	4	0	1	267	1	267	5.49e-134	472	267	267
SKTGIJFO_CDS_0006	SKTGIJFO_CDS_1840	98.502	267	4	0	1	267	1	267	5.49e-134	472	267	267
SKTGIJFO_CDS_0006	SKTGIJFO_CDS_3198	94.757	267	14	0	1	267	1	267	2.61e-117	416	267	267
SKTGIJFO_CDS_0006	SKTGIJFO_CDS_3005	94.757	267	14	0	1	267	1	267	2.61e-117	416	267	267
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_2037	100.000	411	0	0	1	411	1	411	0.0	760	411	411
SKTGIJFO_CDS_0007	SKTGIJFO_CDS_1841	100.000	411	0	0	1	411	1	411	0.0	760	411	411
